Quality_Record_ID,Sales_Line_ID,Lot_ID,Hembaft_ID,Hembaft_Lot_Key,Product_ID,Production_Date,Measured_At,Available_At,Tensile_Strength_cN_dtex,Elongation_Pct,Evenness_CV_Pct,Oil_Pickup_Pct,Sample_Count,Lab_Result,Source_System
QLT-00009865,SL-00037654,LOT-202003-839046,,,P_569454,2020-02-20,2020-02-20,2020-02-20,4.54,27.2%,1.2%,1.0%,8,قبول,QMS_LAB
QLT-00009866,SL-00037659,LOT-202006-066580,,,P_RARE_Product_Family_02,2020-06-11,2020-06-12,2020-06-14,4.27,27.9%,0.9%,1.0%,3,قبول,QMS_LAB
QLT-00009867,SL-00037661,LOT-202111-240443,,,P_RARE_Product_Family_05,2021-10-22,2021-10-22,2021-10-24,3.41,31.5%,0.9%,1.0%,3,قبول,QMS_LAB
QLT-00009868,SL-00037670,LOT-202101-967029,,,P_204716,2020-12-24,2020-12-24,2020-12-24,3.64,26.1%,0.9%,0.4%,8,قبول,QMS_LAB
QLT-00009869,SL-00037675,LOT-202009-274247,,,P_505032,2020-08-29,2020-08-31,2020-08-31,4.76,18.1%,0.9%,1.0%,3,قبول,QMS_LAB
QLT-00009870,SL-00037683,LOT-202105-730920,,,P_RARE_Product_Family_03,2021-05-13,2021-05-13,2021-05-15,4.75,32.2%,1.7%,0.4%,9,قبول,QMS_LAB
QLT-00009871,SL-00037688,LOT-202108-683170,,,P_RARE_Product_Family_05,2021-08-24,2021-08-25,2021-08-27,3.63,23.2%,1.7%,0.8%,6,قبول,QMS_LAB
QLT-00009872,SL-00037689,LOT-202004-302317,,,P_RARE_Product_Family_03,2020-04-08,2020-04-08,2020-04-09,3.40,24.8%,1.4%,0.9%,7,قبول,QMS_LAB
QLT-00009873,SL-00037692,LOT-202204-335449,,,P_RARE_Product_Family_04,2022-04-16,2022-04-17,2022-04-18,3.67,20.4%,1.4%,0.5%,10,قبول,QMS_LAB
QLT-00009874,SL-00037693,LOT-202205-836773,,,P_RARE_Product_Family_03,2022-04-22,2022-04-24,2022-04-26,3.89,18.8%,1.7%,0.4%,9,قبول,QMS_LAB
QLT-00009875,SL-00037695,LOT-202008-427580,,,P_086593,2020-08-20,2020-08-22,2020-08-23,4.75,28.4%,1.4%,0.9%,7,قبول,QMS_LAB
QLT-00009876,SL-00037698,LOT-202004-238965,,,P_465221,2020-04-03,2020-04-03,2020-04-05,3.63,19.5%,1.4%,0.4%,4,قبول,QMS_LAB
QLT-00009877,SL-00037702,LOT-202010-761673,,,P_RARE_Product_Family_03,2020-10-13,2020-10-15,2020-10-17,4.34,19.3%,1.6%,0.4%,7,قبول,QMS_LAB
QLT-00009878,SL-00037703,LOT-202102-902491,,,P_769459,2021-02-08,2021-02-08,2021-02-09,4.56,34.7%,1.9%,1.2%,6,قبول,QMS_LAB
QLT-00009879,SL-00037706,LOT-202103-480824,,,P_615273,2021-03-20,2021-03-21,2021-03-23,3.44,25.7%,1.9%,0.7%,3,قبول,QMS_LAB
QLT-00009880,SL-00037709,LOT-202203-357553,,,P_362710,2022-03-06,2022-03-06,2022-03-06,3.22,27.3%,1.6%,0.8%,4,قبول,QMS_LAB
QLT-00009881,SL-00037711,LOT-202010-890354,,,P_499327,2020-10-19,2020-10-21,2020-10-22,3.99,21.9%,1.6%,0.6%,8,قبول,QMS_LAB
QLT-00009882,SL-00037714,LOT-202005-594634,,,P_305089,2020-04-22,2020-04-23,2020-04-24,2.91,30.9%,1.6%,1.1%,3,قبول,QMS_LAB
QLT-00009883,SL-00037723,LOT-202106-402154,,,P_RARE_Product_Family_03,2021-05-20,2021-05-21,2021-05-21,4.88,19.3%,1.6%,0.7%,6,قبول,QMS_LAB
QLT-00009884,SL-00037726,LOT-202012-381400,,,P_RARE_Product_Family_01,2020-12-08,2020-12-10,2020-12-11,3.76,27.3%,1.6%,1.1%,3,قبول,QMS_LAB
QLT-00009885,SL-00037728,LOT-202104-125188,,,P_RARE_Product_Family_05,2021-03-31,2021-03-31,2021-03-31,3.81,28.2%,1.6%,1.2%,9,قبول,QMS_LAB
QLT-00009886,SL-00037729,LOT-202004-166550,,,P_169818,2020-03-31,2020-04-01,2020-04-02,4.03,26.6%,1.9%,1.1%,8,قبول,QMS_LAB
QLT-00009887,SL-00037734,LOT-202102-448541,,,P_RARE_Product_Family_03,2021-02-16,2021-02-17,2021-02-18,3.58,33.8%,1.9%,1.1%,7,قبول,QMS_LAB
QLT-00009888,SL-00037746,LOT-202002-669888,,,P_514119,2020-02-05,2020-02-05,2020-02-06,2.93,33.9%,2.3%,0.5%,3,قبول,QMS_LAB
QLT-00009889,SL-00037748,LOT-202101-528995,,,P_672380,2020-12-24,2020-12-24,2020-12-26,4.28,24.3%,1.0%,1.0%,5,قبول,QMS_LAB
QLT-00009890,SL-00037752,LOT-202202-148966,,,P_RARE_Product_Family_05,2022-02-16,2022-02-17,2022-02-19,2.93,20.7%,1.0%,1.0%,5,قبول,QMS_LAB
QLT-00009891,SL-00037754,LOT-202006-610949,,,P_RARE_Product_Family_04,2020-06-16,2020-06-17,2020-06-17,3.79,30.3%,2.3%,0.5%,3,قبول,QMS_LAB
QLT-00009892,SL-00037757,LOT-202201-361233,,,P_RARE_Product_Family_03,2022-01-24,2022-01-26,2022-01-28,4.01,28.7%,1.0%,0.5%,10,قبول,QMS_LAB
QLT-00009893,SL-00037759,LOT-202012-415044,,,P_571374,2020-12-04,2020-12-04,2020-12-05,4.05,29.6%,1.0%,0.6%,8,قبول,QMS_LAB
QLT-00009894,SL-00037761,LOT-202104-190530,,,P_RARE_Product_Family_03,2021-04-01,2021-04-02,2021-04-03,4.91,26.0%,1.0%,0.6%,8,قبول,QMS_LAB
QLT-00009895,SL-00037766,LOT-202011-487683,,,P_975626,2020-11-11,2020-11-11,2020-11-11,3.83,18.0%,1.0%,1.1%,3,قبول,QMS_LAB
QLT-00009896,SL-00037767,LOT-202006-918515,,,P_787809,2020-05-26,2020-05-27,2020-05-29,4.05,33.4%,1.3%,1.0%,10,قبول,QMS_LAB
QLT-00009897,SL-00037777,LOT-202111-019435,,,P_441295,2021-11-08,2021-11-10,2021-11-12,4.91,29.8%,1.3%,1.0%,10,قبول,QMS_LAB
QLT-00009898,SL-00037782,LOT-202101-957986,,,P_964842,2021-01-05,2021-01-07,2021-01-08,3.55,30.8%,1.2%,0.8%,7,قبول,QMS_LAB
QLT-00009899,SL-00037785,LOT-202003-023225,,,P_565736,2020-03-11,2020-03-12,2020-03-12,3.33,32.4%,0.8%,0.9%,8,قبول,QMS_LAB
QLT-00009900,SL-00037788,LOT-202110-942066,,,P_RARE_Product_Family_05,2021-09-29,2021-09-29,2021-09-29,3.60,31.7%,1.2%,0.9%,5,قبول,QMS_LAB
QLT-00009901,SL-00037792,LOT-202007-415092,,,P_RARE_Product_Family_03,2020-06-30,2020-07-01,2020-07-01,4.45,28.1%,1.2%,0.9%,5,قبول,QMS_LAB
QLT-00009902,SL-00037798,LOT-202101-398915,,,P_RARE_Product_Family_04,2021-01-04,2021-01-04,2021-01-05,4.41,27.2%,1.2%,0.8%,7,قبول,QMS_LAB
QLT-00009903,SL-00037799,LOT-202202-119932,,,P_RARE_Product_Family_03,2022-02-08,2022-02-10,2022-02-12,4.18,28.8%,0.8%,0.9%,8,قبول,QMS_LAB
QLT-00009904,SL-00037803,LOT-202009-291375,,,P_277610,2020-09-23,2020-09-23,2020-09-23,3.15,31.0%,1.2%,0.7%,7,قبول,QMS_LAB
QLT-00009905,SL-00037806,LOT-202104-568671,,,P_RARE_Product_Family_01,2021-04-05,2021-04-05,2021-04-06,4.43,24.6%,0.9%,1.0%,10,قبول,QMS_LAB
QLT-00009906,SL-00037811,LOT-202006-708423,,,P_565736,2020-05-23,2020-05-25,2020-05-25,3.15,27.3%,0.9%,1.2%,5,قبول,QMS_LAB
QLT-00009907,SL-00037814,LOT-202102-313967,,,P_RARE_Product_Family_03,2021-02-04,2021-02-04,2021-02-04,4.23,18.3%,0.9%,0.7%,10,قبول,QMS_LAB
QLT-00009908,SL-00037822,LOT-202107-745932,,,P_RARE_Product_Family_04,2021-07-15,2021-07-17,2021-07-17,4.94,25.9%,1.5%,1.2%,6,قبول,QMS_LAB
QLT-00009909,SL-00037827,LOT-202004-302317,,,P_RARE_Product_Family_03,2020-03-27,2020-03-27,2020-03-28,3.82,34.0%,1.5%,0.7%,3,قبول,QMS_LAB
QLT-00009910,SL-00037828,LOT-202110-868235,,,P_118397,2021-10-09,2021-10-11,2021-10-13,3.60,18.6%,1.2%,0.8%,4,قبول,QMS_LAB
QLT-00009911,SL-00037830,LOT-202106-812396,,,P_317921,2021-05-23,2021-05-24,2021-05-25,3.09,21.0%,0.9%,1.0%,10,قبول,QMS_LAB
QLT-00009912,SL-00037841,LOT-202004-214165,,,P_499327,2020-04-15,2020-04-15,2020-04-16,3.17,20.8%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00009913,SL-00037846,LOT-202004-181621,,,P_RARE_Product_Family_04,2020-04-16,2020-04-18,2020-04-20,2.95,22.4%,1.9%,0.6%,10,قبول,QMS_LAB
QLT-00009914,SL-00037853,LOT-202007-390645,,,P_817472,2020-07-04,2020-07-06,2020-07-06,3.17,34.1%,1.9%,1.0%,7,قبول,QMS_LAB
QLT-00009915,SL-00037854,LOT-202009-142951,,,P_519878,2020-09-11,2020-09-12,2020-09-12,4.30,26.0%,1.9%,0.6%,10,قبول,QMS_LAB
QLT-00009916,SL-00037855,LOT-202003-286187,,,P_421573,2020-03-26,2020-03-28,2020-03-30,4.52,24.4%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00009917,SL-00037863,LOT-202105-192034,,,P_888064,2021-04-28,2021-04-28,2021-04-29,4.45,30.0%,1.0%,1.1%,7,قبول,QMS_LAB
QLT-00009918,SL-00037866,LOT-202006-984781,,,P_RARE_Product_Family_03,2020-05-22,2020-05-24,2020-05-24,3.37,21.9%,0.9%,0.7%,10,قبول,QMS_LAB
QLT-00009919,SL-00037867,LOT-202205-582324,,,P_028268,2022-04-30,2022-05-01,2022-05-03,3.15,23.5%,2.2%,0.7%,3,قبول,QMS_LAB
QLT-00009920,SL-00037869,LOT-202105-028517,,,P_RARE_Product_Family_05,2021-04-18,2021-04-19,2021-04-19,4.50,30.9%,0.9%,1.2%,5,قبول,QMS_LAB
QLT-00009921,SL-00037874,LOT-202105-520105,,,P_RARE_Product_Family_05,2021-05-07,2021-05-08,2021-05-09,3.72,34.0%,1.9%,0.4%,6,قبول,QMS_LAB
QLT-00009922,SL-00037879,LOT-202110-913012,,,P_641421,2021-10-10,2021-10-10,2021-10-11,4.84,26.0%,1.9%,0.9%,9,قبول,QMS_LAB
QLT-00009923,SL-00037882,LOT-202101-784470,,,P_568483,2020-12-25,2020-12-27,2020-12-27,3.58,18.4%,1.3%,1.0%,6,قبول,QMS_LAB
QLT-00009924,SL-00037885,LOT-202003-725098,,,P_192876,2020-03-12,2020-03-12,2020-03-14,3.81,33.8%,1.7%,0.9%,5,قبول,QMS_LAB
QLT-00009925,SL-00037888,LOT-202105-806599,,,P_RARE_Product_Family_03,2021-04-17,2021-04-19,2021-04-20,4.93,25.8%,1.7%,0.5%,8,قبول,QMS_LAB
QLT-00009926,SL-00037889,LOT-202010-328234,,,P_RARE_Product_Family_03,2020-10-04,2020-10-05,2020-10-07,4.70,27.4%,1.3%,0.6%,9,قبول,QMS_LAB
QLT-00009927,SL-00037893,LOT-202006-889827,,,P_157284,2020-06-17,2020-06-18,2020-06-19,3.38,21.1%,1.4%,0.4%,7,قبول,QMS_LAB
QLT-00009928,SL-00037896,LOT-202011-772132,,,P_159680,2020-11-02,2020-11-04,2020-11-06,4.46,29.1%,1.4%,0.8%,4,قبول,QMS_LAB
QLT-00009929,SL-00037899,LOT-202105-520105,,,P_RARE_Product_Family_05,2021-05-04,2021-05-05,2021-05-05,4.24,30.7%,1.0%,0.9%,5,قبول,QMS_LAB
QLT-00009930,SL-00037901,LOT-202005-252008,,,P_RARE_Product_Family_04,2020-05-08,2020-05-10,2020-05-12,4.09,32.9%,1.7%,0.9%,5,قبول,QMS_LAB
QLT-00009931,SL-00037906,LOT-202106-823794,,,P_218831,2021-06-13,2021-06-14,2021-06-16,3.01,24.8%,1.7%,0.5%,8,قبول,QMS_LAB
QLT-00009932,SL-00037907,LOT-202004-763163,,,P_108489,2020-03-28,2020-03-30,2020-03-30,3.24,23.2%,2.0%,0.4%,7,قبول,QMS_LAB
QLT-00009933,SL-00037910,LOT-202006-778276,,,P_708575,2020-05-30,2020-06-01,2020-06-02,3.87,21.2%,1.7%,0.5%,8,قبول,QMS_LAB
QLT-00009934,SL-00037917,LOT-202005-437682,,,P_817472,2020-05-08,2020-05-08,2020-05-08,4.09,19.6%,2.0%,0.4%,7,قبول,QMS_LAB
QLT-00009935,SL-00037922,LOT-202110-641475,,,P_RARE_Product_Family_03,2021-10-13,2021-10-13,2021-10-13,3.89,31.8%,1.4%,0.8%,4,قبول,QMS_LAB
QLT-00009936,SL-00037927,LOT-202009-617156,,,P_975626,2020-09-11,2020-09-13,2020-09-15,2.81,23.7%,1.4%,0.4%,7,قبول,QMS_LAB
QLT-00009937,SL-00037929,LOT-202004-298514,,,P_RARE_Product_Family_03,2020-03-19,2020-03-20,2020-03-20,4.97,22.8%,1.4%,1.2%,9,قبول,QMS_LAB
QLT-00009938,SL-00037933,LOT-202002-516599,,,P_RARE_Product_Family_06,2020-02-07,2020-02-07,2020-02-09,4.67,28.6%,2.0%,0.6%,3,قبول,QMS_LAB
QLT-00009939,SL-00037934,LOT-202111-956983,,,P_RARE_Product_Family_04,2021-10-27,2021-10-28,2021-10-30,3.55,19.7%,2.0%,1.0%,8,قبول,QMS_LAB
QLT-00009940,SL-00037939,LOT-202104-077695,,,P_310017,2021-04-05,2021-04-07,2021-04-07,4.63,27.7%,2.0%,0.5%,5,قبول,QMS_LAB
QLT-00009941,SL-00037942,LOT-202101-024998,,,P_186648,2020-12-26,2020-12-27,2020-12-28,4.58,28.8%,2.3%,1.0%,4,قبول,QMS_LAB
QLT-00009942,SL-00037943,LOT-202011-285365,,,P_870060,2020-11-13,2020-11-15,2020-11-15,4.80,27.2%,1.0%,1.0%,3,قبول,QMS_LAB
QLT-00009943,SL-00037945,LOT-202002-002484,,,P_RARE_Product_Family_05,2020-02-13,2020-02-15,2020-02-17,3.46,19.9%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00009944,SL-00037948,LOT-202110-808163,,,P_319957,2021-09-24,2021-09-24,2021-09-26,4.54,27.9%,2.3%,0.9%,6,قبول,QMS_LAB
QLT-00009945,SL-00037953,LOT-202004-058210,,,P_165831,2020-04-09,2020-04-09,2020-04-09,3.46,23.6%,1.0%,1.0%,3,قبول,QMS_LAB
QLT-00009946,SL-00037958,LOT-202001-853140,,,P_RARE_Product_Family_05,2020-01-21,2020-01-22,2020-01-22,4.54,31.7%,1.0%,0.5%,8,قبول,QMS_LAB
QLT-00009947,SL-00037959,LOT-202011-562301,,,P_RARE_Product_Family_01,2020-10-28,2020-10-28,2020-10-29,4.31,33.3%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00009948,SL-00037962,LOT-202004-414222,,,P_RARE_Product_Family_03,2020-04-04,2020-04-05,2020-04-07,3.68,27.8%,2.0%,0.5%,4,قبول,QMS_LAB
QLT-00009949,SL-00037969,LOT-202007-190619,,,P_809117,2020-07-04,2020-07-04,2020-07-04,3.95,27.0%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00009950,SL-00037975,LOT-202012-206199,,,P_RARE_Product_Family_04,2020-12-04,2020-12-05,2020-12-07,4.80,23.5%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00009951,SL-00037978,LOT-202001-506479,,,P_282386,2020-01-17,2020-01-19,2020-01-20,4.54,24.2%,2.0%,0.5%,4,قبول,QMS_LAB
QLT-00009952,SL-00037982,LOT-202107-746669,,,P_611957,2021-07-15,2021-07-15,2021-07-17,2.90,19.8%,0.8%,0.4%,4,قبول,QMS_LAB
QLT-00009953,SL-00037983,LOT-202205-096010,,,P_565736,2022-04-20,2022-04-21,2022-04-22,3.13,18.2%,1.1%,0.4%,3,قبول,QMS_LAB
QLT-00009954,SL-00037987,LOT-202102-829751,,,P_571374,2021-01-23,2021-01-25,2021-01-27,4.02,28.7%,0.8%,1.0%,7,قبول,QMS_LAB
QLT-00009955,SL-00037988,LOT-202106-291063,,,P_159680,2021-05-26,2021-05-28,2021-05-28,2.86,18.9%,0.8%,0.4%,6,قبول,QMS_LAB
QLT-00009956,SL-00037993,LOT-202009-036095,,,P_218456,2020-09-08,2020-09-10,2020-09-10,3.98,31.6%,1.1%,0.4%,3,قبول,QMS_LAB
QLT-00009957,SL-00037996,LOT-202007-286894,,,P_RARE_Product_Family_02,2020-07-09,2020-07-10,2020-07-10,2.90,23.5%,1.1%,0.9%,6,قبول,QMS_LAB
QLT-00009958,SL-00037998,LOT-202110-942066,,,P_RARE_Product_Family_05,2021-09-26,2021-09-26,2021-09-27,2.86,22.6%,1.1%,0.8%,8,قبول,QMS_LAB
QLT-00009959,SL-00037999,LOT-202001-617661,,,P_593409,2020-01-13,2020-01-15,2020-01-17,4.83,24.2%,0.8%,0.9%,9,قبول,QMS_LAB
QLT-00009960,SL-00038002,LOT-202005-559277,,,P_RARE_Product_Family_03,2020-04-15,2020-04-17,2020-04-19,2.97,20.4%,1.6%,0.6%,6,قبول,QMS_LAB
QLT-00009961,SL-00038007,LOT-202203-717922,,,P_873855,2022-03-11,2022-03-13,2022-03-15,4.25,31.0%,1.3%,0.9%,9,قبول,QMS_LAB
QLT-00009962,SL-00038008,LOT-202010-451056,,,P_RARE_Product_Family_04,2020-10-17,2020-10-18,2020-10-18,2.93,19.5%,1.6%,0.5%,8,قبول,QMS_LAB
QLT-00009963,SL-00038017,LOT-202008-555422,,,P_593409,2020-08-13,2020-08-13,2020-08-15,2.90,27.4%,1.3%,0.9%,9,قبول,QMS_LAB
QLT-00009964,SL-00038019,LOT-202001-623970,,,P_061764,2020-01-05,2020-01-06,2020-01-08,4.90,24.9%,1.6%,1.0%,3,قبول,QMS_LAB
QLT-00009965,SL-00038023,LOT-202008-846122,,,P_140222,2020-08-06,2020-08-07,2020-08-09,4.39,19.8%,2.3%,1.2%,5,قبول,QMS_LAB
QLT-00009966,SL-00038024,LOT-202010-570972,,,P_150094,2020-10-07,2020-10-07,2020-10-08,3.31,28.8%,2.3%,0.8%,8,قبول,QMS_LAB
QLT-00009967,SL-00038025,LOT-202001-096569,,,P_046523,2020-01-14,2020-01-15,2020-01-15,3.54,27.2%,1.0%,0.8%,7,قبول,QMS_LAB
QLT-00009968,SL-00038032,LOT-202008-896601,,,P_RARE_Product_Family_06,2020-08-19,2020-08-20,2020-08-21,2.97,33.7%,1.3%,1.1%,4,قبول,QMS_LAB
QLT-00009969,SL-00038037,LOT-202105-044976,,,P_RARE_Product_Family_02,2021-05-24,2021-05-26,2021-05-27,4.05,24.7%,1.3%,0.6%,9,قبول,QMS_LAB
QLT-00009970,SL-00038038,LOT-202106-659036,,,P_925286,2021-06-03,2021-06-04,2021-06-06,4.31,24.0%,1.6%,0.6%,6,قبول,QMS_LAB
QLT-00009971,SL-00038039,LOT-202004-944430,,,P_569202,2020-04-10,2020-04-10,2020-04-10,4.09,25.6%,1.3%,0.7%,7,قبول,QMS_LAB
QLT-00009972,SL-00038046,LOT-202011-847435,,,P_150094,2020-11-06,2020-11-06,2020-11-07,3.96,24.9%,1.5%,1.0%,10,قبول,QMS_LAB
QLT-00009973,SL-00038047,LOT-202011-196608,,,P_992126,2020-10-22,2020-10-23,2020-10-23,4.18,23.3%,1.9%,0.9%,9,قبول,QMS_LAB
QLT-00009974,SL-00038049,LOT-202105-081173,,,P_RARE_Product_Family_03,2021-04-30,2021-05-02,2021-05-04,4.23,24.2%,1.9%,1.0%,7,قبول,QMS_LAB
QLT-00009975,SL-00038052,LOT-202101-086195,,,P_983543,2020-12-29,2020-12-30,2021-01-01,3.96,28.7%,1.8%,0.5%,4,قبول,QMS_LAB
QLT-00009976,SL-00038057,LOT-202011-381268,,,P_950323,2020-10-28,2020-10-30,2020-11-01,2.84,19.7%,1.8%,0.9%,9,قبول,QMS_LAB
QLT-00009977,SL-00038058,LOT-202008-599453,,,P_494409,2020-08-08,2020-08-10,2020-08-11,4,29.6%,1.8%,0.6%,10,قبول,QMS_LAB
QLT-00009978,SL-00038061,LOT-202107-316683,,,P_282386,2021-07-01,2021-07-02,2021-07-02,2.90,31.1%,1.6%,0.4%,3,قبول,QMS_LAB
QLT-00009979,SL-00038064,LOT-202006-705395,,,P_814925,2020-06-02,2020-06-04,2020-06-04,3.98,22.2%,1.6%,0.8%,8,قبول,QMS_LAB
QLT-00009980,SL-00038067,LOT-202107-058278,,,P_639788,2021-06-23,2021-06-24,2021-06-26,3.76,23.8%,1.2%,0.9%,9,قبول,QMS_LAB
QLT-00009981,SL-00038071,LOT-202007-485842,,,P_RARE_Product_Family_03,2020-07-16,2020-07-16,2020-07-18,4.18,19.6%,1.6%,0.5%,7,قبول,QMS_LAB
QLT-00009982,SL-00038074,LOT-202001-622827,,,P_817472,2020-01-04,2020-01-06,2020-01-07,3.10,28.5%,1.6%,1.0%,10,قبول,QMS_LAB
QLT-00009983,SL-00038080,LOT-202103-012191,,,P_RARE_Product_Family_03,2021-03-12,2021-03-12,2021-03-12,3.93,18.2%,2.1%,1.1%,8,قبول,QMS_LAB
QLT-00009984,SL-00038081,LOT-202001-779244,,,P_989994,2019-12-26,2019-12-27,2019-12-29,4.16,33.6%,0.9%,1.1%,7,قبول,QMS_LAB
QLT-00009985,SL-00038086,LOT-202110-676065,,,P_285147,2021-10-20,2021-10-20,2021-10-21,3.08,25.5%,0.9%,0.7%,10,قبول,QMS_LAB
QLT-00009986,SL-00038092,LOT-202204-628113,,,P_984332,2022-03-25,2022-03-27,2022-03-28,3.75,24.7%,0.8%,1.2%,4,قبول,QMS_LAB
QLT-00009987,SL-00038094,LOT-202103-708179,,,P_378693,2021-02-13,2021-02-15,2021-02-17,2.90,32.0%,1.2%,0.7%,6,قبول,QMS_LAB
QLT-00009988,SL-00038095,LOT-202107-644575,,,P_961834,2021-07-11,2021-07-12,2021-07-12,4.87,33.6%,0.8%,0.8%,7,قبول,QMS_LAB
QLT-00009989,SL-00038102,LOT-202002-010660,,,P_RARE_Product_Family_03,2020-02-13,2020-02-15,2020-02-16,3.81,20.7%,1.8%,0.9%,7,قبول,QMS_LAB
QLT-00009990,SL-00038109,LOT-202205-836773,,,P_RARE_Product_Family_03,2022-04-23,2022-04-24,2022-04-24,4.93,29.7%,1.8%,0.5%,10,قبول,QMS_LAB
QLT-00009991,SL-00038114,LOT-202003-574064,,,P_RARE_Product_Family_03,2020-03-25,2020-03-25,2020-03-27,3.04,26.1%,1.8%,1.1%,3,قبول,QMS_LAB
QLT-00009992,SL-00038115,LOT-202006-408218,,,P_275491,2020-06-09,2020-06-10,2020-06-11,3.27,24.5%,2.1%,1.0%,10,قبول,QMS_LAB
QLT-00009993,SL-00038121,LOT-202202-179286,,,P_319957,2022-01-28,2022-01-28,2022-01-30,3.24,31.0%,0.8%,0.8%,6,قبول,QMS_LAB
QLT-00009994,SL-00038126,LOT-202010-260397,,,P_RARE_Product_Family_05,2020-10-07,2020-10-08,2020-10-08,4.32,22.0%,0.8%,1.2%,3,قبول,QMS_LAB
QLT-00009995,SL-00038131,LOT-202112-948430,,,P_903460,2021-12-03,2021-12-05,2021-12-05,3.59,26.1%,1.8%,0.5%,10,قبول,QMS_LAB
QLT-00009996,SL-00038134,LOT-202103-452637,,,P_RARE_Product_Family_03,2021-02-24,2021-02-24,2021-02-24,4.66,34.1%,1.8%,0.9%,7,قبول,QMS_LAB
QLT-00009997,SL-00038140,LOT-202009-904400,,,P_RARE_Product_Family_03,2020-08-27,2020-08-28,2020-08-28,3.67,25.9%,1.5%,1.0%,9,قبول,QMS_LAB
QLT-00009998,SL-00038145,LOT-202007-405231,,,P_655124,2020-06-23,2020-06-25,2020-06-26,4.75,33.9%,1.5%,0.5%,6,قبول,QMS_LAB
QLT-00009999,SL-00038150,LOT-202106-514353,,,P_509864,2021-06-03,2021-06-03,2021-06-05,3.67,22.1%,1.2%,0.6%,7,قبول,QMS_LAB
QLT-00010000,SL-00038151,LOT-202004-621147,,,P_514119,2020-03-25,2020-03-26,2020-03-27,3.90,20.5%,1.5%,0.5%,6,قبول,QMS_LAB
QLT-00010001,SL-00038155,LOT-202103-611397,,,P_RARE_Product_Family_02,2021-02-20,2021-02-22,2021-02-24,4.80,31.1%,1.2%,1.1%,10,قبول,QMS_LAB
QLT-00010002,SL-00038161,LOT-202111-062416,,,P_494409,2021-11-09,2021-11-11,2021-11-11,3.45,18.0%,1.8%,1.0%,6,قبول,QMS_LAB
QLT-00010003,SL-00038164,LOT-202012-206199,,,P_RARE_Product_Family_04,2020-11-19,2020-11-20,2020-11-20,4.57,26.9%,1.8%,0.6%,9,قبول,QMS_LAB
QLT-00010004,SL-00038170,LOT-202107-010389,,,P_310017,2021-07-12,2021-07-14,2021-07-15,3.67,29.6%,1.8%,0.5%,3,قبول,QMS_LAB
QLT-00010005,SL-00038174,LOT-202007-663815,,,P_593409,2020-06-25,2020-06-25,2020-06-27,4.57,23.2%,1.5%,1.1%,7,قبول,QMS_LAB
QLT-00010006,SL-00038175,LOT-202110-522209,,,P_983543,2021-09-22,2021-09-23,2021-09-24,4.80,21.6%,1.8%,1.0%,6,قبول,QMS_LAB
QLT-00010007,SL-00038180,LOT-202003-192124,,,P_631577,2020-02-22,2020-02-24,2020-02-24,3.15,34.9%,1.4%,0.7%,9,قبول,QMS_LAB
QLT-00010008,SL-00038186,LOT-202106-685117,,,P_379855,2021-06-10,2021-06-12,2021-06-13,4.50,25.3%,1.7%,1.1%,3,قبول,QMS_LAB
QLT-00010009,SL-00038187,LOT-202106-427152,,,P_490196,2021-06-11,2021-06-12,2021-06-14,4.27,26.9%,1.4%,1.2%,4,قبول,QMS_LAB
QLT-00010010,SL-00038190,LOT-202204-613696,,,P_RARE_Product_Family_03,2022-04-02,2022-04-03,2022-04-05,3.15,31.2%,1.1%,1.2%,7,قبول,QMS_LAB
QLT-00010011,SL-00038191,LOT-202106-128620,,,P_343377,2021-05-28,2021-05-30,2021-05-30,3.38,29.6%,1.4%,1.1%,6,قبول,QMS_LAB
QLT-00010012,SL-00038197,LOT-202103-951500,,,P_RARE_Product_Family_02,2021-03-11,2021-03-13,2021-03-15,4.23,22.2%,1.1%,0.7%,4,قبول,QMS_LAB
QLT-00010013,SL-00038201,LOT-202009-024189,,,P_011998,2020-08-22,2020-08-24,2020-08-24,4.84,20.5%,1.0%,0.8%,9,قبول,QMS_LAB
QLT-00010014,SL-00038206,LOT-202007-871377,,,P_RARE_Product_Family_02,2020-06-19,2020-06-19,2020-06-21,2.87,18.9%,1.4%,0.7%,8,قبول,QMS_LAB
QLT-00010015,SL-00038213,LOT-202006-162571,,,P_903530,2020-06-10,2020-06-10,2020-06-11,4.84,24.2%,1.3%,1.2%,3,قبول,QMS_LAB
QLT-00010016,SL-00038214,LOT-202002-875445,,,P_RARE_Product_Family_03,2020-02-06,2020-02-07,2020-02-09,3.72,32.3%,1.3%,0.7%,8,قبول,QMS_LAB
QLT-00010017,SL-00038215,LOT-202009-495261,,,P_RARE_Product_Family_01,2020-08-21,2020-08-21,2020-08-21,3.50,33.9%,1.0%,0.8%,9,قبول,QMS_LAB
QLT-00010018,SL-00038219,LOT-202109-388105,,,P_192876,2021-09-14,2021-09-16,2021-09-18,4.80,23.3%,1.3%,1.1%,5,قبول,QMS_LAB
